Title_alternate|Contributor_1_name|Contributor_1_type|Contributor_1_role|Contributor_2_name|Contributor_2_type|Contributor_2_role|Contributor_3_name|Contributor_3_type|Contributor_3_role|Description|Subject|ETC_fileName|ETC_Note|Dimensions|Source|Coverage_periodName|ETC_AltId
FOOTBALL - Men|J.C.M. Hayward|CorporateName|photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Players are posed on field with rugby ball and are dressed in uniform.  Stamped on back "J.C.M. Hayward, Halifax". Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|None|415.tif|Conservation: matte is warped$Matted: 10" x 8"|b&w: 6.5" x 4.5"|PE 174|1926|415
FOOTBALL - Men|J.M.C. Hayward|CorporateName|photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Players are posed on field with rugby ball and are dressed in uniform.  Stamped on back "J.M.C. Hayward, Halifax". Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|None|416.tif|Conservation: crease in upper left corner of matte. Matte warped slightly$Matted: 10" x 8"|b&w: 6.5" x 4.5"|PE 175|1926|416
FOOTBALL - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Players are posed on field, dressed in uniform and shown with football. Photo shot in Sackville, N.B., and is dated Nov. 7 '29.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.  |None|414.tif|Conservation: photo scratched|b&w: 9" x 6.5"|PE 173|1929|414
FOOTBALL - Men|Harvey Studio|CorporateName|photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Back Row (left to right): F. Cedric Woods, John A. MacMurray, G.F. Kincaide, Beverley F. MacAulay, F. Tracey Carten (Mgr.), "Burdo" Burden (Coach), Lawrence E. Dalzell, Thomas T. Odell, Eric G. Fowler, John L. McLenahan<P>$Middle Row (left to right): Edward B. Goodspeed, W.P. Steen, Orlo E. Keene, Paul W. Fraser (Capt.), Gordon M. MacPhail, William W. Donohoe, H. Chipman Seely, J.N. McCaffrey<P>$Front Row (left to right): Deane H. Smith, R. Gibson, E. Hickson, Donald C. Currie, John D. Babbitt, and R.H Chestnut<P>$Players are shown with football with "1925-26", MacTier Trophy, and are dressed in uniform. Scores of exhibition and league games are printed on matte.  Identification includes name of player's position.  "Winners of the MacTier Trophy - Emblematic Championship Eastern Canada Maritime Intercollegiate Champions, 1925-1926."  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Woods,  F. Cedric$MacMurray,  John A.$Kincaide,  G.F.$MacAulay,  Beverley F.$Carten,  F. Tracey$Burden,  "Burdo"$Dalzell,  Lawrence E.$Odell,  Thomas T.$Fowler,  Eric G.$McLenahan,  John L.$Goodspeed,  Edward B.$Steen,  W.P.$Keene,  Orlo E.$Fraser,  Paul W.$MacPhail,  Gordon M.$Donohoe,  William W.$Seely,  H. Chipman$McCaffrey,  J.N.$Smith,  Deane H.$Gibson,  R.$Hickson,  E.$Currie,  Donald C.$Babbitt,  John D.$Chestnut,  R.H.|418.tif|Matted: 20" x 16"|b&w: 13" x 9"|PE 177|1925-1926|418
FOOTBALL - Men|Harvey Studio|PersonalName|photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Back Row (left to right): J. Richards Petrie, F. Cedric Woods, Beverley F. MacAulay, Lawrence E. Dalzell, J. Bryon Carr (Mgr.), "Burdo" Burden (Coach), Frederick G.O. Pearson, Eric G. Fowler, John A. MacMurray, John L. McLenahan<P>$Middle Row (left to right): J.N. McCaffrey (Vice-Capt.), John D. Babbitt, William W. Donohoe (Half-Capt.), R.H. Chestnut, W.P. Steen, and Edward B. Goodspeed<P>$Front Row (left to right): Paul W. Dodridge, Donald C. Currie, E. Hickson, J. Alanson McNally, D. Holmes<P>$Players are shown with football with "'26", MacTier Trophy, and are dressed in uniform. Scores of Exhibition and League Games are printed on matte. Identification includes name of player's position.  "Maritime Intercollegiate Champions - Winners of MacTier Trophy, 1926-1927."  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football designated North American style football.|Petrie,  J. Richards$Woods,  F. Cedric$MacAulay,  Beverley F.$Dalzell,  Lawrence E.$Carr,  J. Bryon$Burden,  "Burdo"$Pearson,  Frederick G.O.$Fowler,  Eric G.$MacMurray,  John A.$McLenahan,  John L.$McCaffrey,  J.N.$Babbitt,  John D.$Donohoe,  William W.$Chestnut,  R.H.$Steen,  W.P.$Goodspeed,  Edward B.$Dodridge,  Paul W.$Currie,  Donald C.$Hickson,  E.$McNally,  J. Alanson$Holmes,  D.|419.tif|Conservation: Matte is punctured.  Photo is scratched and is faded across the middle$Matted: 20" x 16"|b&w: 13.5" x 10"|PE 178|1926-1927|419
FOOTBALL - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Players are posed on field with football and are dressed in uniform.  This photo, along with photo PC-16 no.98(1), was attached to a programme for the Annual Football Supper of UNB Football Team 1925. Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Woods$McLenahan$Macaulay$Dalzell$Odell$MacPahil$Donohoe,  W.W.$Keene$Babbitt$Currie$Seeley$Stein$Fraser,  Paul$McCaffrey$Hickson$Fowler$Smith$Goodspeed$Chestnut$Gibson$MacMurray$Kincade$Burden,  C.B.|420.tif|Conservation: photo creased in left upper and lower corners and torn on upper edge|b&w: 5.5" x 3.25"|UA PC-16 NO-98(2)|1925|420
FOOTBALL - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Players are posed in front of grand stand with football and are dressed in uniform. This photo, along with photo UA PC-16 no. 98(2), was attached to a programme for the Annual Football Supper of UNB Football Team 1925. Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Woods$McLenahan$Macaulay$Dalzell$Odell$MacPahil$Donohoe,  W.W.,  Bill $Keene$Babbitt$Currie$Seeley$Stein$Fraser,  Paul$McCaffrey$Hickson$Fowler$Smith$Goodspeed$Chestnut$Gibson$MacMurray$Kincade$Burden,  C.B.|421.tif|Conservation: photo is crooked, is torn on left side and is creased on left upper edge|b&w: 4.5" x 3"|UA PC-16 NO-98(1)|1925|421
FOOTBALL - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Joe Thibodeau, Roscoe Snodgrass, Bob Coombes, Bob Murray, Stu Connacher, E.D. Cass (Coach), Bill Wolstenholme, Dick Logie (Vice-Capt.), George Andrews, Bert Waterhouse (Asst. Coach)<P>$Middle Row (left to right):  Ivan Ronalds (Asst. Mgr), Don Elgee, Mal Rogers, Don Good, Jim Colby (Capt.), Dave Dyer, A.B. Rogers, Gerry Atyeo, Jim Dineen (Mgr.)<P>$Front Row (left to right):  Art McLenahan, Walter Brebner, John Watson, Doug Rouse<P>$Absent from photo:  Ralph Lockhart<P>$Players are dressed in uniform and shown with trophy and rugby ball.  Identification includes name of player's position.  Scores of seven games are printed on matte.  "Maritime Intercollegiate Champions and McCurdy Cup Finalists."  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football. |Thibodeau,  Joe$Snodgrass,  Roscoe$Coombes,  Bob$Murray,  Bob$Connacher,  Stu$Cass,  E.D.$Wolstenholme,  Bill$Logie,  Dick$Andrews,  George$Waterhouse,  Bert$Ronalds,  Ivan$Elgee,  Don$Rogers,  Mal$Good,  Don$Colby,  Jim$Dyer,  Dave$Rogers,  A.B.$Atyeo,  Gerry$Dineen,  Jim$McLenahan,  Art$Brebner,  Walter$Watson,  John$Rouse,  Doug$Lockhart,  Ralph|422.tif|Conservation: matte stained around the edges$Matted: 20" x 16"|b&w: 11.5" x 8.5"|PE 179|1939|422
FOOTBALL - Men|Harvey|CorporateName|photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  D.E Bender, D.H. Vanwart, W.P. Loggie, L.A. Gilbert<P>$Middle Row (left to right):  G.P. Rigby, H. Parker, J.F. Alexander, A.M. Gunter, C.A. Jewett, F.L. Patterson, K. Vavasour, G.P. Melrose, P.F. Kuhring<P>$Front Row (left to right):  H.W. Jennings, H.B. Murray, E.McL. Balkam, H.G. Deedes (Vice Capt.), M.F. Howe, H.C. Kinghorn (Capt.), C.R. Barry, J.B. McNair (Mgr.), F.J. McGibbon, H.W. Binney, K.R. Machum<P>$Individual photos arranged around and on image of rugby ball.  This photo appeared in the University Monthly. Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.$  |Bender,  D.E.$Vanwart,  D.H.$Loggie,  W.P.$Gilbert,  L.A.$Rigby,  G.P.$Parker,  H.$Alexander,  J.F.$Gunter,  A.M.$Jewett,  C.A.$Patterson,  F.L.$Vavasour,  K.$Melrose,  G.P.$Kuhring,  P.F.$Jennings,  H.W.$Murray,  H.B.$Balkam,  E.McL.$Deedes,  H.G.$Howe,  M.F.$Kinghorn,  H.C.$Barry,  C.R.$McNair,  J.B.$McGibbon,  F.J.$Binney,  H.W.$Machum,  K.R.|423.tif|Conservation: matte and photo stained and scratched. Matte torn$Matted: 20" x 16" |b&w:  13" x 10"|PE 180|1910-1911|423
FOOTBALL - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Left to right:  J. Richards Petrie, Lord Beaverbrook, Dr. A.G. Bailey.<P>$Photo of spectators in the bleachers at a football game.  Prior to 1949 the term "football" at UNB referred to English style rugby. Post 1949, the term "football" designated North American style football.|Petrie,  J. Richards$Beaverbrook,  Lord$Bailey,  A.G.|455.tif||b&w:  10" x 6.5"|UA PC-25 NO-26(1)|n.d.|455
GYMNASTICS - Women|Harvey|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Team is posed in formation across entire gymnasium floor.|None|103.tif|Glass:  yes$Framed:  13.5" x 11.5"|b&w:  9.5" x 7.5"|PE 103|1943|103
HOCKEY - Men|Harvey Studio|NULL|Photographer||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Henry Lunney, Guy Whitehead (Mgr.), Richard Malloy<P>$Middle Row (left to right):  Arthur Nalder, William Pugsley, Frank Smith<P>$Front Row (left to right):  William Trites, Robert Winlsow<P>$Team members wearing skates, holding hockey sticks, goalie wearing shin pads.  Three family names are scratched into the frame beneath the photo.<P>$Pose:  Formal|Lunney,  Henry$Whitehead,  Guy$Malloy,  Richard$Nalder,  Arthur$Pugsley,  William$Smith,  Frank$Trites,  William$Winslow,  Robert|32.tif|Glass:  yes$Framed:  15" x 18"$|b&w:  7.5" x 9.5"|PE 32|1903-1904|32
HOCKEY - Men||NULL|illustrator||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Charlie Fleet (Coach), W.L. Paul Fleming, Stan T. Spicer, Bill Stephenson, Bud Stuart, Dale M. Wade, Frank J. Horgan (Mgr.), Joseph S. Kaplan (Asst. Mgr.)<P>$Front Row (left to right):  Reno J. Cyr, Angus D. Sansom, W. Blake O'Brien (Capt.), Gordon J. Earle, John W. Coveney<P>$Team posed on outdoor rink in full gear with hockey sticks. This photo appears with partial identification in the 1945 "Up the Hill" yearbook.|Fleet,  Charlie$Fleming,  W.L. Paul$Spicer,  Stan T.$Stephenson,  Bill$Stuart,  Bud$Wade,  Dale M.$Horgan,  Frank J.$Kaplan,  Joseph S.$Cyr,  Reno J.$Sansom,  Angus D.$O'Brien,  W. Blake$Earle,  Gordon J.$Coveney,  John W.|108.tif|Conservation:  two small tears in photo$Glass:  yes$Framed:  10" x 7"|b&w:  9 x 6.5"|PE 108|1945|108
HOCKEY - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  "Shorty" Clarke (Coach), Lloyd Myers, James F. Ross, Antoine Pelletier, Nels Macnab, Eric A. Bell, M. Dale Wade, Donald C. Metcalfe (Mgr.) <P>$Front Row (left to right):  W.L. Paul Fleming, C. Marquis, Arnold L. McAllister (Capt.), Arthur H. Anderson, W. Blake O'Brien, Douglas B. Simpson <P>$Posed on outdoor rink in full gear, holding hockey sticks.  A similar photo appears with partial identification in the 1943 "Up the Hill" yearbook.|Clarke,  "Shorty"$Myers,  Lloyd$Ross,  James F.$Pelletier,  Antoine$Macnab,  Nels$Bell,  Eric A.$Wade,  M. Dale$Metcalfe,  Donald C.$Fleming,  W.L. Paul$Marquis,  C.$McAllister,  Arnold L.$Anderson,  Arthur H.$O'Brien,  W. Blake $Simpson,  Douglas B.|109.tif|Glass:  yes$Framed:  10.5" x 8.5"|b&w:  10" x 8"|PE 109|1943|109
HOCKEY - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Pete Kelly (Coach), Ted Bedard (Asst. Coach), Ned Read, Galen Parent, Bill MacGillivary, Don Morrow, Ed McLellan, Henri Girard, Ron Andrea (Capt.), George Oke, Francis Hughes, Gord Tweedy, Stan Porter, Mac Forces (Mgr.), Ian Campbell (Asst. Magr.), Fred Waters (Asst. Mgr.) <P>$Front Row (left to right):  Bob Haines, Tommie Jarrett, Bob Soward, Norm Bolitho, George Cloutier, Dick Clark, Frank Barteaux, Currie McCarthy <P>$Posed on rink in full gear, with two hockey sticks and a puck in foreground.  "1959-60 U.N.B. Red Devils, M.I.H.A. Champs".  This photo appears with complete identification in the 1960 "Up the Hill" yearbook.|Kelly,  Pete$Bedard,  Ted$Read,  Ned$Parent,  Galen$MacGillivary,  Bill$Morrow,  Don$McLellan,  Ed$Girard,  Henri$Andrea,  Ron$Oke,  George$Hughes,  Francis$Tweedy,  Gord$Porter,  Stan$Forces,  Mac$Campbell,  Ian$Waters,  Fred$Haines,  Bob$Jarrett,  Tommie$Soward,  Bob$Bolitho,  Norm$Cloutier,  George$Clark,  Dick$Barteaux,  Frank$McCarthy,  Currie|110.tif|Conservation:  photo cracked, right edge torn$Glass:  yes$Framed:  11" x 9"$|b&w:  10" x 7"|PE 110|1959-1960|110
HOCKEY - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Bob Swan, Bob Naylor, Bob Grant, Don Wells, Moe Simpson, Fran Hughes, Wilf McPhee <P>$Middle Row (left to right):  Pete Kelly, John Gardner, Frank Barteaux, Graham Farquharson, Joel Vioelette, Georges Cloutier, Kerry Allibon, Ted Bedard <P>$Front Row (left to right):  Bob Hale, Ken Marchant, Don Ciotti, Bill MacGillivary, Rich Clark, Dave Inch <P>$Posed in full gear, with trophy.  "U.N.B. Red Devils, 1961-62 AUAA Champions".|Swan,  Bob$Naylor,  Bob$Grant,  Bob$Wells,  Don$Simpson,  Moe$Hughes,  Fran$McPhee,  Wilf$Kelly,  Pete$Gardner,  John$Barteaux,  Frank$Farquharson,  Graham$Vioelette,  Joel$Cloutier,  Georges$Allibon,  Kerry$Bedard,  Ted$Hale,  Bob$Marchant,  Ken$Ciotti,  Don$MacGillivary,  Bill$Clark,  Rich$Inch,  Dave|111.tif|Glass:  yes$Framed:  11" x 9"$|b&w:  10" x 8"|PE 111|1961-1962|111
HOCKEY - Men|McLean Studio|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  Donald C. Metcalfe (Asst. Mgr.), Robert M. Brown, Alexander Baptist, Antoine Pelletier, E. Nelson Macnab, Ralph H. Sweet, W. Blake O'Brien, Reginald D. Johnson (Mgr.) <P>$Front Row (left to right):  Lloyd N. Myers, Douglas B. Simpson, Eric A. Bell, Ralph A. Lockhart, Arthur H. Anderson, Arnold L. McAllister, C. Marquis, J. Foley (Mascot) <P>$Team posed in full gear with hockey sticks on outdoor rink. This photo appears with partial identification in the 1942 "Up the Hill" yearbook.|Metcalfe,  Donald C.$Brown,  Robert M.$Baptist,  Alexander$Pelletier,  Antoine$Macnab,  E. Nelson$Sweet,  Ralph H.$O'Brien,  W. Blake$Myers,  Lloyd N.$Simpson,  Douglas B.$Bell,  Eric A.$Lockhart,  Ralph A.$Anderson,  Arthur H.$McAllister,  Arnold L.$Marquis,  C.$Foley,  J.|119.tif|Matted:  14" x 12"|b&w:  9.5" x 8"|PE 119|1941-1942|119
HOCKEY - Men|Harvey|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  M. Wallace Jennings, Isaac C. Spicer, John L. Feeney, John T. Gibson <P>$Middle Row (left to right):  Raymond R. Stevenson, Charles J. Jones (Capt.), Walter K. Willis <P>$Front Row (left to right):  Archibald R. Babbitt, J.D. McKay <P>$Team members wearing skates, one is wearing a single glove.|Jennings,  M. Wallace$Spicer,  Isaac C.$Feeney,  John L.$Gibson,  John T.$Stevenson,  Raymond R.$Jones,  Charles J.$Willis,  Walter K.$Babbitt,  Archibald R.$McKay,  J.D.|120.tif|Conservation:  photo and matte badly scratched and stained.$Matted:  12" x 14"|b&w:  7.5" x 9.5"|PE 120|1910|120
HOCKEY - Men|McLean|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  Bert I. Burgess, Walter R. Fleet, Harold E. Barnett, J. Campbell Carney, J. Ryan <P>$Front Row (left to right):  C.A.D. McAllister, Jasper A. MacGibbon (Capt.), William V. Creaghan (Mgr.) <P>$Absent from photo:  John F. MacIntosh <P>$Players are in full gear, including skates and sticks. Puck with "'17" shown.  Identification includes name of player's position.|Burgess,  Bert I.$Fleet,  Walter R.$Barnett,  Harold E.$Carney,  J. Campbell$Ryan,  J.$McAllister,  C.A.D.$MacGibbon,  Jasper A.$Creaghan,  William V.|138.tif|Conservation:  matte is stained where the identification has been corrected.$Glass:  yes$Framed:  16.5" x 14.5"|b&w:  9.5" x 8"|PE 138|1917|138
HOCKEY - Men|Harvey Studio|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Top Row (left to right):  Donald A. Lindsay, Joseph K. Oldham (Mgr.), W.T. Shea <P>$Second Row (left to right):  Walter R. Fleet and  C.A.D. McAllister <P>$Bottom Row (left to right):  J. Campbell Carney, Harold E. Barnett (Capt.), John F. MacIntosh <P>$Individual portraits are arranged on the matte.  Identification includes name of player's position.|Lindsay,  Donald A.$Oldham,  Joseph K.$Shea,  W.T.$Fleet,  Walter R.$McAllister,  C.A.D.$Carney,  J. Campbell$Barnett,  Harold E.$MacIntosh,  John F.|139.tif|Conservation:  matte and photos slightly stained$Glass:  yes$Framed:  17" x 13"|b&w:  16" x 12"|PE 139|1918|139
HOCKEY - Men|C.E. McLean|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Top Row (left to right):  J.D. MacKay, H.W. Binney, M. Wallace Jennings (Mgr.), Kenneth R. Machum, Chas. R. Barry <P>$Middle Row (left to right):  A.G. Sterling, Archibald Babbitt, A. McM. Staples (Coach) <P>$Bottom Row (left to right):  P.P. Loggie, John L. Feeney, E.B. Pugh, Walter K. Willis <P>$Individual portraits are arranged on the matte.  "Champions Interprovincial Intercollegiate Hockey League."  Identification includes name of player's position.|MacKay,  J.D.$Binney,  H.W.$Jennings,  M. Wallace$Machum,  Kenneth R.$Barry,  Chas. R.$Sterling,  A.G.$Babbitt,  Archibald R.$Staples,  A. McM.$Loggie,  P.P.$Feeney,  John L.$Pugh,  E.B.$Willis,  Walter K.|140.tif|Conservation:  matte and photos are warped.$Glass:  yes$Framed:  17" x 15"|b&w:  9.5" x 7.5"|PE 140|1911|140
HOCKEY - Men|Burkhardt|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  Raymond R. Stevenson, Charles J. Jones, John T. Gibson, J.D. MacKay, A.G. Sterling <P>$Front Row (left to right):  John L. Feeney, Archibald R. Babbitt, G. Fred Baird <P>$Team members posed in full gear, including skates and sticks.  Shown with puck.  "Intercollegiate Interprovincial Champions 1909."  Identification includes name of player's position.|Stevenson,  Raymond R.$Jones,  Charles J.$Gibson,  John T.$MacKay,  J.D.$Sterling,  A.G.$Feeney,  John L.$Babbitt,  Archibald R.$Baird,  G. Fred|141.tif|Glass:  yes$Framed:  17.5" x 16"|b&w:  9.5" x 7.5"|PE 141|1909|141
HOCKEY - Men|Harvey Studio|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Top row (left to right):  Gordon Y. Dow (Goal) and William E. Turner (Goal) <P>$Second row (left to right):  E. Hickson (Goal), C.A. Williams (Coach), F. Cedric Woods (Mgr.), P.G. Thompson (Centre) <P>$Third row (left to right):  Paul W. Doddridge (Defence, Capt.) and E.W. McKenna (Defence) <P>$Fourth row (left to right):  L. Elbridge Keenan (Wing) and John F. Lynch (Wing) <P>$Fifth row (left to right):  J.G. Dubois (Wing), G. Everett N. Chalmers (Centre), P. Bancroft Reid (Wing) <P>$Bottom row (left to right):  George A. Aubey (Defence), Louis A. Gagnon (Wing), Robert J. Love (Wing), Andrew H. Duchene (Defence) <P>$Individual portraits and photos of players in their gear are arranged on matte.  "Winners of the York County League."  Neill Trophy shown.|Dow,  Gordon Y.$Hickson,  E.$Williams,  C.A.$Woods,  F. Cedric$Thompson,  P.G.$Turner,  William E.$Doddridge,  Paul W.$McKenna,  E.W.$Keenan,  L.Elbidge$Lynch,  John F.$Dubois,  J.G.$Chalmers,  G. Everett N.$Reid,  P. Bancroft$Aubey,  George A.$Gagnon,  Louis A.$Love,  Robert J.$Duchene,  Andrew H.|142.tif|Number of Copies:  2$Conservation:  Copy 1: matte and photo slightly stained$Glass:  Copy 2:  yes$Framed:  Copy 2:  24.5" x 30.5"$Matted:  Copy 1:  16" x 20"|b&w:  Copy 1:  10.5" x 14"; Copy 2:  21.5" x 28"|Copy 1: PE 142; Copy 2: MSS NO-41|1927|142
HOCKEY - Men|Harvey|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  Louis J. Lockary, A. Sterling (Coach), J.D. MacKay (Mrg.), John B. Hipwell <P>$Middle Row (left to right):  Frank J. MacGibbon, Walter A.S. Melanson, Kenneth R. Machum (Capt.), Chas. R. Barry, Gregory T. Feeney <P>$Front For (left to right):  C.B. Pugh and E.A. Belliveau <P>$Posed in full gear, including skates and sticks.  Identification includes name of player's position.|Lockary,  Louis J.$Sterling,  A.$MacKay,  J.D.$Hipwell,  John B.$MacGibbon,  Frank J.$Melanson,  Walter A.S.$Machum,  Kenneth R.$Barry,  Chas. R.$Feeney,  Gregory T.$Pugh,  C.B.$Belliveau,  E.A.|143.tif|Conservation:  several stains and abrasions on matte and photo$Matted:  20" x 16"|b&w:  14" x 10.5"|PE 143|1913|143
HOCKEY - Men|Harvey Studios|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  R.A. Malloy, W.B. Farris, W.E. Trites <P>$Middle Row (left to right):  W. Gregory, H.W. Lunney, W.F. Smith <P>$Front Row (left to right):  F.M. Bonner and R.N. Winslow <P>$Team members posed wearing skates, holding sticks.  Goalie is wearing goalie pads. Written on back of copy 2: "Polo on ice".|Malloy,  R.A.$Farris,  W.B.$Trites,  W.E.$Gregory,  W.$Lunney,  H.W.$Smith,  W.F.$Bonner,  F.M.$Winslow,  R.N.|144.tif|Number of Copies:  2$Conservation:  Copy 1:  photo faded around edges. Copy 2: grainy reproduction.$Glass:  Copy 1:  yes$Framed:  Copy 1:  17.5" x 19.5"|b&w:  Both copies: 8" x 10"|Copy 1:  PE 144; Copy 2:  UA PC-16 NO-10|1905|144
HOCKEY - Men|Harvey Studio|CorporateName|Photographer|Cote, Laura|PersonalName|illustrator||NULL|illustrator|Back Row (left to right):  E. Hickson and Gordon Y. Dow$Middle Row (from left to right):  John F. Lynch, Paul W. Doddridge (Capt.), Eldon E. Daggett (Mgr.), G. Everett N. Chalmers, L. Elbridge Keenan <P>$Front Row (left to right):  Orlo E. Keene, Louis A. Gagnon, "Larry" McLean (Coach), B.E. LeGallais, Robert J. Love <P>$Individual photos of the coach, manager, a trophy, and team members in full gear, including skates and hockey sticks, arranged on matte. "Champions of Western Section and Winners of Sumner Trophy."  Identification includes name of player's position.|Hickson,  E.$Dow,  Gordon Y.$Lynch,  John F.$Doddridge,  Paul W.$Daggett,  Eldon E.$Chalmers,  G. Everett N.$Keenan,  L. Elbridge$Keene,  Orlo E.$Gagnon,  Louis A.$McLean,  "Larry"$LeGallais,  B.E. $Love,  Robert J.|149.tif|Number of Copies:  2$Conservation:  Copy 1:  slight marks on photo and matte.  Copy 2:  matte badly stained$Framed:  Copy 2: 40.5" x 24.5" $Matted:  Copy 1: 20" x 16"|b&w:  Copy 1:  16" x 9.5"; Copy 2:  38" x 22"|Copy 1:  PE 149-1; Copy 2:  PE 149-2|1928|149
HOCKEY - Men|Harvey Studios|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|First Row (left to right):  Dr. J.T. Akins (Coach), Richard B. Logie, Henry E.P. Wilson, Robert H. Burgess, Gordon C. Gaulton (Mgr.) <P>$Second Row (left to right):  C.C. Smith, Ralph A. Lockhart, Eric M. Lutes, Alexander Baptist <P>$Third Row (left to right):  Earl H. McDermott, H.J. Cecil Coveney, George W. Ritchie, William F. Napier <P>$Bottom Row (left to right):  Joe Thibideau (Trainer), Willis F. Roberts, P.D. Perley, Don Good (Asst. Mgr.) <P>$Individual photos of players posed in full gear, including skates and sticks, arranged on matte. Identification includes name of player's position.  "Runners-up for N.B.-P.E.I. Title."|Akins,  Dr. J.T.$Logie,  Richard B.$Wilson,  Henry E.P.$Burgess,  Robert H.$Gaulton,  Gordon C.$Smith,  C.C.$Lockhart,  Ralph A.$Lutes,  Eric M.$Baptist,  Alexander$McDermott,  Earl H.$Coveney,  H.J. Cecil$Ritchie,  George W.$Napier,  William F.$Thibideau,  Joe$Roberts,  Willis F.$Perley,  P.D.$Good,  Don|150.tif|Matted:  15" x 18"|b&w:  10.5" x 13"|PE 150|1939|150
HOCKEY - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  John B. Hipwell, Earl G. Asker, Samuel R. Weston, F. McLean, R. Melrose <P>$Third Row (left to right):  Walter A.S. Melanson <P>$Second Row (left to right):  W.J. Eddington, Clarence E. Maimann, John P. Mooney, Louis J. Lockary <P>$Front Row (left to right):  J.G. Blaine Pugh <P>$Players are posed in full gear, including skates and sticks. Shown with puck with "'14."  Copy 2:  identification includes name of player's position.|Hipwell,  John B.$Asker,  Earl G.$Weston,  Samuel R.$McLean,  F.$Melrose,  R.$Melanson,  Walter A.S.$Eddington,  W.J.$Maimann,  Clarence E.$Mooney,  John P.$Lockary,  Louis J.$Pugh,  J.G. Blaine|153.tif|Number of Copies:  2$Conservation:  Copy 1:  slight abrasions on photo; slight stains on matte. Copy 2:  photo stained, scratched, and creased; matte stained and torn$Glass:  Copy 1: yes$Framed:  Copy 1: 23.5" x 19.5"$Matted:  Copy 2: 20" x 16"|b&w:  Both copies:  13.5" x 10.5"|Copy 1:  PE 153; Copy 2:  Shelf B|1914|153
