Title_alternate|Contributor_1_name|Contributor_1_type|Contributor_1_role|Contributor_2_name|Contributor_2_type|Contributor_2_role|Contributor_3_name|Contributor_3_type|Contributor_3_role|Description|Subject|ETC_fileName|ETC_Note|Dimensions|Source|Coverage_periodName|ETC_AltId
FOOTBALL - Men|Harvey Studio|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Back row (left to right):  Orlo E. Keene (Three Quarter), F. Cedric Woods (Forward), Arthur F. Wightman (Forward), J.G. Turner (Forward), Beverley F. MacAulay (Forward), F. Gerard Thompson (Manager), E.D. Cass (Coach), Thomas T. Odell (Forward), J. Benjamin Jones (Fullback), William Austin Squires (Forward), G.F. McPhail (Forward), G.F. Kincaide (Forward)<P>$Middle row (left to right): J.N. McCaffrey (Three Quarter), F. Cecil Long (Forward), Paul W. Fraser (Quarter), W. Gordon Jones (Capt., Forward), H. Chipman Seely (Three Quarter), Guy D. Scovil (Forward), William W. Donohoe (Three Quarter)<P>$Front row (left to right): J.C. Sterling (Quarter), Donald C. Currie (Quarter), and E.R. McCordick (Half line)<P>$Football with "24" is shown.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Keene,  Orlo E.$Woods,  F. Cedric$Wightman,  Arthur F.$Turner,  J.G.$MacAulay,  Beverley F.$Thompson,  F. Gerard$Cass,  E.D.$Odell,  Thomas T.$Jones,  J. Benjamin$Squires,  William Austin$McPhail,  G.F. $Kincaide,  G.F.$McCaffrey,  J.N.$Long,  F. Cecil $Fraser,  Paul W.$Jones,  W. Gordon$Seely,  H. Chipman$Scovil,  Guy D.$Donohoe,  William W.$Sterling,  J.C.$Currie,  Donald C.$McCordick,  E.R.|10.tif|Number of Copies:  2$Conservation:  Copy 1:  Photo slightly cracked.  Matte stained$Matted:  Copy 1:  18" x 15"; Copy 2:  20.5" x 15"|b&w:  Both copies:  14" x 9.5"|Copy 1:  PE 10-1; Copy 2:  PE 10-2|1925|10
FOOTBALL - Men|John Harvey|CorporateName|Photographer||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Frank Allen, Thomas L. Simmons, T. Aitken, H. McKee, W.A. Cowperthwaite, Charles H. Elliott <P>$Middle Row (left to right):  J. Falconer, Robert W. McLellan, A. Sterling McFarlane (Referee), Frank C. Green, S.W.C. Downey, Beverly R. Armstrong <P>$Front Row (left to right):  D.A. McIntosh, H.H. Hagerman (Capt.), William M. Veazey, Thomas E. Powers <P>$Shown with football.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Allen,  Frank$Simmons,  Thomas L.$Aitken,  T.$McKee,  H.$Cowperthwaite,  W.A.$Elliott,  Charles H.$Falconer,  F.$McLellan,  Robert W.$McFarlane,  A. Sterling$Green,  Frank C.$Downey,  S.W.C.$Armstrong,  Beverly R.$McIntosh,  D.A. $Hagerman,  H.H.$Veazey,  William M.$Powers,  Thomas E.|23.tif|Glass:  yes$Framed:  24.5" x 21.5"|b&w:  13" x 10"|PE 23|1892-1893|23
FOOTBALL - Men|Harvey Studio|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  B.H. Kinghorn, George E. Howie (Mgr.), Frederick G. Goodspeed <P>$Third Row (left to right):  Bryon A. Yandall, A.P.C. Belyea, Roy C. Murphy, A. Thorne, A.H. Barker <P>$Second Row (left to right):  E. Bruce Jonah, R.A. Malloy, W.W. Malcolm, Fred E. Jordan (Capt.), J. Fraser, A. Finnamore <P>$Front Row (left to right):  Kenneth A. Dunphy, J.D. McBeath, J.D. McCarthy, Spencer W. Everett <P>$This photo appears with complete identification in the 1903-04 "University Monthly."  Football with "U.N.B. '04" is shown.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Kinghorn,  B.H.$Howie,  George E.$Goodspeed,  Frederick G.$Yandall,  Bryon A.$Belyea,  A.P.C.$Murphy,  Roy C.$Thorne,  A.$Barker,  A.H.$Jonah,  E. Bruce$Malloy,  R.A.$Malcolm,  W.W.$Jordan,  Fred E.$Fraser,  J.$Finnamore,  A.$Dunphy,  Kenneth A.$McBeath,  J.D.$McCarthy,  J.D.$Everett,  Spencer W.|24.tif|Number of Copies:  2$Conservation:  Copy 2:  photo and matte badly stained and discoloured$Framed:  Copy 2: 24.5" x 20.5"$Matted:  Copy 1: 20" x 16"|b&w:  Both copies:  13.5" x 10"|Copy 1:  PE 24; Copy 2:  Room 311 PR-5|1903-1904|24
FOOTBALL - Men|John Harvey|CorporateName|Photographer||NULL|illustrator||NULL|illustrator|Back Row (left to right):  F.J. Bayfield, Jack H.A.L. Fairweather, W.C. Roberts, Isaac Burpee (Mgr.), Francis Baird, Aubrey Clifton Tabor, J. Tibbits <P>$Middle Row (left to right):  J.C. Beckwith, R.F. Markham, W.A. Cowperthwaite, C.C. Jones, Frank Allen, Samuel H. McKee, Herbert L. Jordan <P>$Front Row (left to right):  A.D. Ganong, Thomas E. Powers (Capt.), Beverly R. Armstrong <P>$Shown with football.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Bayfield,  F.J.$Fairweather,  Jack H.A.L.$Roberts,  W.C.$Burpee,  Isaac$Baird,  Francis$Tabor,  Aubrey Clifton$Tibbits,  J.$Beckwith,  J.C.$Markham,  R.F.$Cowperthwaite,  W.A.$Jones,  C.C.$Allen,  Frank$McKee,  Samuel H.$Jordan,  Herbert L.$Ganong,  A.D. $Powers,  Thomas E.$Armstrong,  Beverly R.|30.tif|Number of Copies:  3$Conservation:  All copies: photo and matte badly faded and yellowed, slightly damaged at edges$Glass:  Copies 1 and 3: yes$Framed:  Copy 1: 16" x 12.5"; Copy 3: 24.5" x 21.5"$Matted:  Copy 2: 12.5" x 11.5"|b&w:  All copies: 13" x 10"|Copy 1: PE 30; Copy 2: UA PC-16 NO-31 oversize; Copy 3: PE 158|1894-1895|30
FOOTBALL - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Kenneth Y. Hinton, W. Gordon Simpson, Edwin C. Reid, Donald E. Elgee, J. Landry, Arnold L. McAllister, Stanley T. Spicer, Cedric W. MacDiarmid, Eric A. Bell, W.L. Paul Fleming, T. Edward R. Mitton, Lloyd N. Myers, Douglas B. Simpson, Howard R. Ryan (Coach) <P>$Front Row (left to right):  K. MacMillan, Frank C. Dohaney, Arthur H. Anderson, Robert H.B. McLaughlin, C. Marquis (Capt.), J. Terrence Dalton, Malcolm, Jr. Mackay, Robert A. Cole, W. Blake O'Brien <P>$One team member is wearing a leg cast and using a cane; another is wearing an arm sling.  Shown with football.  "New Brunswick Intercollegiate Champions."  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Hinton,  Kenneth Y.$Simpson,  W. Gordon$Reid,  Edwin C.$Elgee,  Donlad E.$Landry,  J.$McAllister,  Arnold L.$Spicer,  Stanley T.$MacDiarmid,  Cedric W.$Bell,  Eric A.$Fleming,  W.L. Paul$Mitton,  T. Edward R.$Myers,  Lloyd N.$Simpson,  Douglas B.$Ryan,  Howard R.$MacMillan,  K.$Dohaney,  Frank C.$Anderson,  Arthur H.$McLaughlin,  Robert H.B.$Marquis,  C.$Dalton,  J. Terrence$MacKay,  Malcolm,  Jr.$Cole,  Robert A.$O'Brien,  W. Blake|39.tif|Glass:  yes$Framed:  10.5" x 8.5"|b&w:  10" x 8"|PE 39|1942|39
FOOTBALL - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|"U.N.B. Varsity Football N.B.  Champions 1944."  Shown with football. Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.  $|None|40.tif|Conservation:  photo slightly warped|b&w:  10" x 8"|PE 40|1944|40
FOOTBALL - Men|Geo. A. Burkhardt|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  M. Wallace Jennings, J.H. Connely, F.D. Brown, Locksley McKnight, Charles J. Jones, H.A. Lynch, Fred J. Graham <P>$Middle Row (left to right):  J.C. Spicer, G. Percy Rigby, Henry G. Deedes, Joseph C. Dever (Capt.), R. Fraser Armstrong, G.B. Dixon, John B. Alexander <P>$Front Row (left to right):  John B. McNair, Hayward C. Kinghorn, Archibald R. Babbitt, Walter K. Willis <P>$Copy 1:  two names are handwritten on reverse.  Copy 2: identification includes name of player's position.  Football with "'09" is shown.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949,the term "football" designated North American style football.|Jennings,  M. Wallace$Connely,  J.H.$Brown,  F.D.$McKnight,  Locksley$Jones,  Charles J.$Lynch,  H.A.$Graham,  Fred J.$Spicer,  J.C.$Rigby,  G. Percy$Deedes,  Henry G.$Dever,  Joseph C.$Armstrong,  R. Fraser$Dixon,  G.B.$Alexander,  John B.$McNair,  John B.$Kinghorn,  Hayward C.$Babbitt,  Archibald R.$Willis,  Walter K.|54.tif|Number of Copies:  2$Conservation:  Copy 1:  photo slightly scratched, matte slightly stained.  Copy 2:  in excellent condition with very slight scratches on photo.$Glass:  Copy 2:  yes$Framed:  Copy 2:  23" x 19.5"$Matted:  Copy 1:  20" x 16"|b&w:  Both copies: 14" x 11"|Copy 1:  PE 54-1; Copy 2:  PE 54-2|1909|54
FOOTBALL - Men|Harvey Studio|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  Fred J. Graham, Joseph P. Wood, Andrew N. Mungall, F. Arnold Jewett (Mgr.), Walter C. Gillis, William Woods, C.F. Grant <P>$Middle Row (left to right):  H.G. Smith, G.H. Dysart, Archibald R. Babbitt, G.H. Maxon (Capt.), Kenneth A. Dunphy, Joseph C. Dever, M.T. Wooster <P>$Front Row (left to right):  M.J. Rutledge, Henry E. Hayward, G. Fred Baird <P>$Ball with "'07" is shown.  Identification includes name of player's position and his class year.  "Tied for Maritime Intercollegiate Championship."  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Graham,  Fred J.$Wood,  Joseph P.$Mungall,  Andrew N.$Jewett,  F. Arnold$Gillis,  Walter C.$Woods,  William$Grant,  C.F.$Smith,  H.G.$Dysart,  G.H.$Babbitt,  Archibald R.$Maxon,  G.H.$Dunphy,  Kenneth A.$Dever,  Joseph C.$Wooster,  M.T.$Rutledge,  M.J.$Hayward,  Henry E.$Baird,  G. Fred|55.tif|Number of Copies:  2$Conservation:  Copy 2:  photo scratched and matte stained$Glass:  Copy 2:  yes$Framed:  Copy 2:  21.5" x 17"$Matted:  Copy 1:  20" x 15.5"|b&w:  Both copies: 14" x 11"|Copy 1:  PE 55-1; Copy 2:  PE 55-2|1906-1907|55
FOOTBALL - Men|McLean Studio|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  Howard G. Rogers, Otto V.B. Miller, Kenneth P. MacKenzie, Harold W. Scott, Glenford A. Mowat (Mgr.), Edward C. Akerley, Claude R.H. Carson, Lawrence E. Gilmore, H. Chipman Seely, W. Gordon Jones <P>$Middle Row (left to right):  Leo F. Cain, Paul W. Fraser, Ronald A. Dummer, Clarence G. Jewett (Capt.), Ralph E. Secord, William L. Lounsbury <P>$Front Row (left to right):  R. Gibson, Bernard H. Hagerman, B. Willard Haines <P>$Absent from photo:  J.T. Asten (Coach) <P>$Team members wearing cleated shoes.  Trophy and football with "'22" are shown.  Identification includes name of player's position.  Scores of seven games shown.  "Champions of Western Section Intercollegiate Football League.  Winners of the Clark Trophy.  Tie for Maritime Championship."  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Rogers,  Howard G.$Miller,  Otto V.B.$MacKenzie,  Kenneth P.$Scott,  Harold W.$Mowat,  Glenford A.$Akerley,  Edward C.$Carson,  Claude R.H.$Gilmore,  Lawrence E.$Seely,  H. Chipman$Jones,  W. Gordon$Cain,  Leo F.$Fraser,  Paul W.$Dummer,  Ronald A.$Jewett,  Clarence G.$Secord,  Ralph E.$Lounsbury,  William L.$Gibson,  R.$Hagerman,  Bernard H.$Haines,  B. Willard|112.tif|Number of Copies:  2$Conservation:  Copy 1:  matte stained and scratched.  Copy 2:  photo and matte warped, photo scratched$Glass:  Copy 1:  yes$Framed:  Copy 1:  18.5" x 15.5"; Copy 2:  20.5" x 18"|b&w:  Both copies:  13" x 9.5"|Copy 1:  PE 112-1; Copy 2:  PE 112-2|1922-1923|112
FOOTBALL - Men|McLean|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  E. Bruce Jonah, A.P.C. Belyea, A.W. Gregory, G.B. Whitehead (Mgr.), A.W. Thorne, William Woods, J. Harper <P>$Middle Row (left to right):  C.W. Clark, F.C. Squires, A.W. Nalder, H. Dysart, Joseph P. Wood, Kenneth A. Dunphy <P>$Front Row (left to right):  J.D. McBeath, Henry E. Hayward, A.H. Barker (Capt.), Spencer W. Everett, G.H. Maxon <P>$Identification includes name of player's position and his class year. Football with "'05" is shown.  This photo appears with complete identification in the 1904-05 "University Monthly."  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Jonah,  E. Bruce$Belyea,  A.P.C.$Gregory,  A.W.$Whitehead,  G.B.$Thorne,  A.W.$Woods,  William$Harper,  J.$Clark,  C.W.$Squires,  F.C.$Nalder,  A.W.$Dysart,  H.$Wood,  Joseph P.$Dunphy,  Kenneth A.$McBeath,  J.D.$Hayward,  Henry E.$Barker,  A.H.$Everett,  Spencer W.$Maxon,  G.H.|113.tif|Conservation:  several abrasions on photo and matte$Framed:  23" x 19.5"|b&w:  14" x 10.5"|PE 113|1904-1905|113
FOOTBALL - Men|J. Harvey|CorporateName|Photographer||NULL|illustrator||NULL|illustrator|Back Row (left to right):  J. Hayes, O. Crocket, G.T. Graham, Esq. (Umpire), W.A.H. Vanwart (Field Capt.), C. St. C. Skinner, Edgar P. Peake <P>$Middle Row (left to right):  J.S. Campbell, F.D. Tweedie, W.B. Mowatt (Capt.), H.F. MacLeod, C. McCullough <P>$Front Row (left to right):  L.L. Street and A.G. Harrison <P>$Football in foreground.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Hayes,  J.$Crocket,  O.$Graham,  Esq.,  G.T.$Vanwart,  W.A.H.$Skinner,  C. St. C.$Peake,  Edgar P.$Campbell,  J.S.$Tweedie,  F.D.$Mowatt,  W.B.$MacLeod,  H.F.$McCullough,  C.$Street,  L.L.$Harrison,  A.G.|116.tif|Number of Copies:  2$Conservation:  Copy 1: several small abrasions on photo; matte is dirty. Copy 2: photo stained, yellowed, and warped; matte torn and badly stained$Matted:  Both copies 16" x 14"|b&w:  Both copies 14" x 10.5"|Copy 1: PE 116-1; Copy 2: PE 116-2|1889-1890|116
FOOTBALL - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Clarence G. Jewett (Vice-Capt.), P.B. Seely, Guy D. Scovil, Edward C. Akerley, H. Francis G. Bridges, H. Dayton Squires, D. Raymond Bishop, Lawrence E. Gilmore, Kenneth P. MacKenzie, Otto V.B. Miller <P>$Middle Row (left to right):  Howard G. Rogers, Charles E. White (Mgr.), Bernard H. Hagerman, H. Harrison Trimble (Capt.), Leo F. Cain, H. Chipman Seely, J.T. Asten (Coach), Ronald A. Dummer <P>$Front Row (left to right):  J.E.C. Brennan, A.L. Slipp, William L. Lounsbury, Kenneth McL. Willet, R.W. Haines <P>$Identification includes name of player's position.  Shown with football with "'21."  "Champions Western Section Intercollegiate League." Prior to 1949 the term "football" at UNB referred to English style rugby. Post 1949, the term "football" designated North American style football.|Jewett,  Clarence G.$Seely,  P.B.$Scovil,  Guy D.$Akerley,  Edward C.$Bridges,  H. Francis G.$Squires,  H. Dayton$Bishop,  D. Raymond$Gilmore,  Lawrence E.$MacKenzie,  Kenneth P.$Miller,  Otto V.B.$Rogers,  Howard G.$White,  Charles E.$Hagerman,  Bernard H.$Trimble,  H. Harrison$Cain,  Leo F.$Seely,  H. Chipman$Asten,  J.T.$Dummer,  Ronald A.$Brennan,  J.E.C.$Slipp,  A.L.$Lounsbury,  William L.$Willet,  Kenneth McL.$Haines,  R.W.|118.tif|Conservation:  several very small abrasions on photo$Matted:  18" x 15"|b&w:  13.5" x 9"|PE 118|1921|118
FOOTBALL - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  H.T. Wheeler (Forward), C.W. Betts (Side Quarter), C.A.D. McAllister (Forward), Daniel W. Jamer (Forward), R.L. Snodgrass (Forward), W. Whitney Stevens (Half), Harold E. Barnett (Half) <P>$Middle Row (left to right):  W.T. Shea (Forward), J.S. Ryan (Full Back), Randolph H. Bennett (Flying Quarter), John F. MacIntosh ( Capt., Receiving Qtr.), J. Campbell Carney (Half), W.D. Rankine (Forward), Horace P. Webb (Receiving Qtr.) <P>$Front Row (left to right):  Samuel T. McCavour (Spare Qtr.), Kenneth B. Seely (Forward), Harold E. Seely (Spare Forward) <P>$Absent: Joseph K. Oldham and C.F. Bridges <P>$Shown with football with "'17-'18."|Wheeler,  H.T.$Betts,  C.W.$Squires,  H.D.$McAllister,  C.A.D.$Jamer,  Daniel W.$Snodgrass,  R.L.$Stevens,  W. Whitney$Barnett,  Harold E.$Shea,  W.T.$Ryan,  J.S.$Bennett,  Randolph H.$MacIntosh,  John F.$Carney,  J. Campbell$Rankine,  W.D.$Webb,  Horace P.$Oldham,  J.K.$McCavour,  Samuel T.$Seely,  Kenneth B.$Seely,  Harold E.|124.tif|Conservation:  matte slightly stained$Glass:  yes$Framed:  19" x 16"|b&w:  13.5" x 9"|PE 124|1917-1918|124
FOOTBALL - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Lorne R. Whittaker, Charles R. Townsend, John E. Babbitt, H. Dayton Squires, Horace P. Webb (Mgr.), G.F. Gregory Bridges, J.B. McNair (Coach), Clarence G. Jewett, Ernest G. Saunders, J. Prescott Skillen, W.A. Gibson <P>$Middle Row (left to right):  H.B. Goodspeed, Bernard H. Hagerman, Leo F. Cain, Clarence B. Burden (Capt.), H. Harrison Trimble, Cecil E. McWilliam, R.R.R. McLean <P>$Front Row (left to right):  L.A. Anderson, William L. Lounsbury, Donald A.G. MacRae <P>$Shown with football.  Identification includes name of player's position.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Whittaker,  Lorne R.$Townsend,  Charles R.$Babbitt,  John E.$Squires,  H. Dayton$Webb,  Horace P.$Bridges,  G.F. Gregory$McNair,  J.B.$Jewett,  Clarence G.$Saunders,  Ernest G.$Skillen,  J. Prescott$Gibson,  W.A.$Goodspeed,  H.B.$Hagerman,  Bernard H.$Cain,  Leo F.$Burden,  Clarence B.$Trimble,  H. Harrison$McWilliam,  Cecil E.$McLean,  R.R.R.$Anderson,  L.A.$Lounsbury,  William L.$MacRae,  Donald A.G.|125.tif|Conservation:  matte slightly stained$Glass:  yes$Framed:  19" x 16"|b&w:  14" x 9"|PE 125|1919-1920|125
FOOTBALL - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Ernest G. Saunders, A.M. Brewer, John E. Babbitt, Arthur F. VanWart, Colby H. Jones <P>$Third Row (left to right):  L.A. Kilburn, Reginald B. Turner, A.D. Campbell (Coach), Ian M. MacLean (Mgr.), Ian MacLaren, Murray Baird, R. Kenneth Wills <P>$Second Row (left to right):  James E. Porter, R. Thompson, Clarence E. Maimann (Capt.), John P. Mooney, Brydone DeB. Millidge, Adrian B. Gilbert <P>$Front Row (left to right):  A. Clarence Edgecombe, J. Miles Gibson, Dyson W. Wallace <P>$Absent from photo:  Charles A. Jewett and W.C. Carter <P>$Identification includes initial of player's position.  "Holders of Clark Trophy."  Shown with football, trophy, and teddy bear.  This photo appears without identification in the 1915 "University Monthly."  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Saunders,  Ernest G.$Brewer,  A.M.$Babbitt,  John E.$VanWart,  Arthur F.$Jones,  Colby H.$Kilburn,  L.A.$Turner,  Reginald B.$Campbell,  A.D.$MacLean,  Ian M.$MacLaren,  Ian$Baird,  Murray$Wills,  R. Kenneth$Porter,  James E.$Thompson,  R.$Maimann,  Clarence E.$Mooney,  John P.$Millidge,  Brydone DeB.$Gilbert,  Adrian B.$Edgecombe,  A. Clarence$Gibson,  J. Miles$Wallace,  Dyson W.|126.tif|Conservation:  matte stained$Glass:  yes$Framed:  23.5" x 19.5"|b&w:  13.5" x 10.5"|PE 126|1915|126
FOOTBALL - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  G.W. Betts, H.T. Wheeler, L.A. Kilburn, R. Kenneth Wills, G.F. Gregory Bridges, J.M. Adams, J.C. Somerville, J. Raymond Fraser <P>$Third Row (left to right):  R.W. Kennedy, M.A. Maxwell, John F. MacIntosh, Arthur F. VanWart (Mgr.), Ernest G. Saunders (Capt.), Randolph H. Bennett, S.M. Somers, Cecil E. McWilliam <P>$Second Row (left to right):  J. Campbell Carney and Horace P. Webb <P>$Front Row (left to right):  Jasper A. MacGibbon, Cecil H. Turner, C.A.D. McAllister <P>$Absent from photo:  L.W. Richards and W. Whitney Stevens <P> $Identification includes initial of player's position.  Shown with football.  This photo appears without identification in the 1916 "University Monthly."  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Betts,  G.W.$Wheeler,  H.T.$Kilburn,  L.A.$Wills,  R. Kenneth$Bridges,  G.F. Gregory$Adams,  J.M.$Somerville,  J.C.$Fraser,  J. Raymond$Kennedy,  R.W.$Maxwell,  M.A.$MacIntosh,  John F.$VanWart,  Arthur F.$Saunders,  Ernest G.$Bennett,  Randolph H.$Somers,  S.M.$McWilliam,  Cecil E.$Carney,  J. Campbell$Webb,  Horace P.$MacGibbon,  Jasper A.$Turner,  Cecil H.$McAllister,  C.A.D.|127.tif|Conservation:  several slight abrasions on photo, matte stained$Matted:  20 x 16"|b&w:  13.5" x 10.5"|PE 127|1916|127
FOOTBALL - Men|John Harvey|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  G.H. McLeod, J.A. Allen, Austin J. Sweeney, F.J. Bayfield, N.P. McLeod <P>$Middle Row (left to right):  F.L. Daye, George K. MacNaughton, Jack H.A.L. Fairweather, C.C. Jones, G. Johnson, T.J. Bayfield, W.R. Brecken <P>$Front Row (left to right):  O.R. Peters, Aubrey Clifton Tabor (Capt.), S.L. Emmerson <P>$Shown with football.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|McLeod,  G.H.$Allen,  J.A.$Sweeney,  Austin J.$Bayfield,  F.J.$McLeod,  N.P.$Daye,  F.L.$MacNaughton,  George K.$Fairweather,  Jack H.A.L.$Jones,  C.C.$Johnson,  G.$Bayfield,  T.J.$Brecken,  W.R.$Peters,  O.R.$Tabor,  Aubrey Clifton$Emmerson,  S.L.|135.tif|Conservation:  Photo discoloured, matte stained and discoloured$Glass:  yes$Framed:  26.5" x 22.5"|b&w:  13.5" x 9"|PE 135|1896-1897|135
FOOTBALL - Men||NULL|illustrator||NULL|illustrator||NULL|illustrator|Back Row (left to right):  J.C. Beckwith, W.A. Cowperthwaite, Thomas E. Powers, G.B. Cliff, A. Allen, S.W.C. Downey, Aubrey Clifton Tabor <P>$Middle Row (left to right):  J.M. Robinson, Francis Baird, D.A. McIntosh, Charles H. Elliot (Capt.), Isaac Burpee, E.W. Malone <P>$Front Row (left to right):  Samuel H. McKee, A.T. Hoben, Beverly R. Armstrong <P>$Shown with football.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Beckwith,  J.C.$Cowperthwaite,  W.A.$Powers,  Thomas E.$Cliff,  G.B.$Allen,  A.$Downey,  S.W.C.$Tabor,  Aubrey Clifton$Robinson,  J.M.$Baird,  Francis$McIntosh,  D.A.$Elliot,  Charles H.$Burpee,  Isaac$Malone,  E.W.$McKee,  Samuel H.$Hoben,  A.T.$Armstrong,  Beverly R.|136.tif|Glass:  yes$Framed:  24" x 21"|b&w:  13.5" x 10"|PE 136|1893-1894|136
FOOTBALL - Men|J. Harvey|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  Aubrey Clifton Tabor, C.C. Jones, Joseph C. Mills, F.J. Bayfield, E.W. Malone, H. Babbit, Jack H.A.L. Fairweather, A.D. Ganong, Beverley R. Armstrong <P>$Middle Row (left to right):  Arthur H. Shea, Donald McLean, Duncan R. Arnold, W.E. Roberts, J.A. Allen, J.M. Robinson <P>$Front Row (left to right):  George K. MacNaughton, J. Tibbits, Samuel H. McKee <P>$Shown with football.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Tabor,  Aubrey Clifton$Jones,  C.C.$Mills,  Joseph C.$Bayfield,  F.J.$Malone,  E.W.$Babbit,  H.$Fairweather,  Jack H.A.L.$Ganong,  A.D.$Armstrong,  Beverley R.$Shea,  Arthur H.$McLean,  Donald$Arnold,  Duncan R.$Roberts,  W.E.$Allen,  J.A.$Robinson,  J.M.$MacNaughton,  George K.$Tibbits,  J.$McKee,  Samuel H.|137.tif|Conservation:  photo faded, matte stained and faded$Matted:  20" x 16"|b&w:  14" x 10"|PE 137|1895-1896|137
FOOTBALL - Men|Harvey|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  F.W.C. Wetmore, J.T. Duke, Henry G. Deedes, A.G. Pierce, J. McD. Gilchrist <P>$Third Row (left to right):  G. Percy Rigby, A.A. Colter, E. Stanley Bridges, Isaac C. Spicer, A.M. Cronkhite, John B. McNair <P>$Second Row (left to right):  G. Fred Baird, Archibald R. Babbitt, M.J. Rutledge (Capt.), Hayward C. Kinghorn, Joseph C. Dever <P>$Front Row (left to right):  W.K. MacNaughton (Mgr.), Locksley McKnight, J.F. Dolan <P>$Shown with football with "'08."  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Wetmore,  F.W.C.$Duke,  J.T. $Deedes,  Henry G.$Pierce,  A.G.$Gilchrist,  J. McD.$Rigby,  G. Percy$Colter,  A.A.$Bridges,  E. Stanley$Spicer,  Isaac C.$Cronkhite,  A.M.$McNair,  John B.$Baird,  G. Fred$Babbitt,  Archibald R.$Rutledge,  M.J.$Kinghorn,  Hayward C.$Dever,  Joseph C.$MacNaughton,  W.K.$McKnight,  Locksley$Dolan,  J.F.|145.tif|Conservation:  matte badly stained$Glass:  yes$Framed:  26" x 22"|b&w:  13" x 11"|PE 145|1907-1908|145
FOOTBALL - Men|Harvey|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  Walter K. Willis, John B. McNair, Joseph C. Dever <P>$Front Row (left to right):  Henry G. Deedes, J.C. Spicer, Alfred J. Brooks (Capt.), Clarence H. Lank, R. Fraser Armstrong <P>$Identification includes name of player's position.  Shown with football with "'10."  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Willis,  Walter K.$McNair,  John B.$Dever,  Joseph C.$Deedes,  Henry G.$Spicer,  J.C.$Brooks,  Alfred J.$Lank,  Clarence H.$Armstrong,  R. Fraser|146.tif|Glass:  yes$Framed:  23.5" x 19.5"|b&w:  14" x 10.5"|PE 146|1909-1910|146
